Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,8,0,1695,88115,110143,0,0,0,2,6,12,2,2,4,0
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
6,8,0,1715,189208,211510,0,0,0,3,6,10,1,1,4,2
0,2,1,1718,100042,111157,0,0,0,2,4,8,1,1,4,0
1,6,1,1731,90176,112720,0,0,0,2,56,12,3,3,4,1
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,1,1,187,109677,112096,0,0,0,2,4,4,1,1,4,6
2,4,1,1788,193475,216843,0,0,0,3,8,14,1,1,4,7
