Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,0,0,1154,42925,53656,381,381,381,1,2,2,2,2,4,0
2,7,0,2884,182393,202658,952,952,952,3,54,12,1,1,4,1
1,2,0,2908,165934,184371,960,960,960,2,52,4,1,1,4,2
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
7,10,1,2894,152312,190389,956,956,956,2,2,4,2,2,4,0
1,4,1,2867,147507,163896,947,947,947,2,54,8,1,1,4,1
4,6,1,2519,155602,172891,832,832,832,2,52,4,1,1,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
