Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,1022,59880,66533,0,0,0,1,2,2,1,1,4,0
1,6,0,2459,127717,159646,0,0,0,2,56,12,2,2,4,1
6,8,0,2443,143113,159014,0,0,0,2,4,8,1,1,4,2
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,2,1,985,57718,64131,0,0,0,1,4,4,1,1,4,0
2,4,1,2516,130593,163241,0,0,0,2,4,8,2,2,4,1
4,8,1,2511,130719,163398,0,0,0,2,4,8,3,3,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
