Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,7,0,1017,71262,79180,336,336,336,1,56,6,1,1,3,0
0,5,0,1377,77680,97099,455,455,455,1,54,4,3,3,3,1
5,7,0,827,45705,57131,273,273,273,1,2,2,2,2,3,2
7,10,0,1082,51505,64381,358,358,358,1,2,2,3,3,3,3
1,0,0,906,60697,75871,299,299,299,1,52,2,2,2,3,4
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,5
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,6
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,7
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,8
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,9
4,9,0,0,100000,100000,0,0,0,1,2,2,1,1,3,10
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,0
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,1
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,1225,181392,201739,405,405,405,3,6,10,1,1,3,4
