Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,7,0,2583,124668,155835,853,853,853,2,156,12,3,3,3,0
0,5,0,811,59684,74605,268,268,268,1,104,4,3,3,3,1
7,10,0,1153,69430,86787,381,381,381,1,52,2,2,2,3,2
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
0,1,0,1014,156047,162274,335,335,335,2,54,4,1,1,3,5
5,7,1,2335,125489,156861,771,771,771,2,52,4,2,2,3,0
5,10,1,2941,164319,182576,971,971,971,2,4,8,1,1,3,1
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
