Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,6,0,2506,130248,162810,0,0,0,2,106,12,3,3,4,0
2,4,0,2547,131791,164738,0,0,0,2,104,8,3,3,4,1
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,2,1,2462,128225,160281,0,0,0,2,104,8,3,3,4,0
4,8,1,2483,145736,161928,0,0,0,2,54,8,1,1,4,1
6,8,1,2535,131957,164946,0,0,0,2,104,8,3,3,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
