Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,0,0,1268,43392,54239,419,419,419,1,2,2,2,2,3,0
7,9,0,1225,71365,79294,405,405,405,1,6,6,1,1,3,1
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
1,4,0,1351,179591,188434,446,446,446,2,6,6,1,1,3,5
0,10,1,1035,74214,82460,342,342,342,1,10,10,1,1,3,0
0,5,1,794,52792,58657,263,263,263,1,6,6,1,1,3,1
5,4,1,877,57341,71676,290,290,290,1,8,8,2,2,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
