Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,7,0,2555,171468,190519,844,844,844,2,6,12,1,1,4,0
1,6,0,2969,166622,185135,980,980,980,2,106,12,1,1,4,1
6,7,0,3125,162138,180153,1032,1032,1032,2,6,12,1,1,4,2
4,10,0,2632,142166,177707,869,869,869,2,6,12,2,2,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,0
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,1
0,4,1,2362,236936,271170,780,780,780,3,4,6,1,1,4,2
