Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,1375,55083,68853,454,454,454,1,52,2,3,3,4,0
0,7,0,2574,158916,198645,850,850,850,2,106,12,2,2,4,1
6,10,0,2589,152392,190489,855,855,855,2,56,12,2,2,4,2
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,6,1,2599,160924,201155,858,858,858,3,104,12,3,3,4,0
1,2,1,2983,151683,168536,985,985,985,2,52,4,1,1,4,1
4,6,1,2373,146798,163108,784,784,784,2,52,4,1,1,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
