Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,6,0,837,72888,91110,277,277,277,1,56,6,3,3,4,0
6,10,0,1521,73772,92214,502,502,502,1,58,8,3,3,4,1
2,0,0,919,71876,89845,304,304,304,1,4,4,2,2,4,2
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,0,1,1343,80274,100342,444,444,444,2,2,4,2,2,4,0
7,8,1,2274,141194,156882,751,751,751,2,2,4,1,1,4,1
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,2299,256444,273826,759,759,759,3,6,10,1,1,4,7
