Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,5,0,2863,157658,197072,945,945,945,2,52,4,2,2,3,0
0,4,0,2467,130140,162674,815,815,815,2,52,4,3,3,3,1
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
4,9,1,2882,164853,183169,952,952,952,2,56,12,1,1,3,0
0,1,1,868,47511,59388,287,287,287,1,52,2,2,2,3,1
1,7,1,2855,162060,180066,943,943,943,2,106,12,1,1,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
