Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
9,10,0,1040,51736,64670,344,344,344,1,4,4,3,3,3,0
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
4,9,0,0,100000,100000,0,0,0,1,2,2,1,1,3,5
0,4,0,1318,179632,199539,435,435,435,2,4,4,1,1,3,6
1,4,1,2621,154410,193012,865,865,865,2,4,8,3,3,3,0
4,7,1,1357,43412,54265,448,448,448,1,4,4,3,3,3,1
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
5,9,1,1396,179588,199484,461,461,461,2,6,6,1,1,3,6
