Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,9,0,2533,148261,164734,0,0,0,2,54,8,1,1,3,0
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
0,1,1,953,55766,61962,0,0,0,1,2,2,1,1,3,0
0,4,1,2555,149148,165719,0,0,0,2,2,4,1,1,3,1
0,5,1,2528,148054,164504,0,0,0,2,54,8,1,1,3,2
4,5,1,2505,130312,162889,0,0,0,2,52,4,2,2,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,8
