Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,4,0,1010,52550,65687,0,0,0,1,4,4,3,3,4,0
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,2,1,1004,52331,65413,0,0,0,1,6,6,3,3,4,0
1,6,1,2433,126506,158132,0,0,0,2,56,12,2,2,4,1
4,8,1,1072,62951,69945,0,0,0,1,4,4,1,1,4,2
6,8,1,2496,129370,161712,0,0,0,2,4,8,2,2,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
0,1,1,1011,158947,165496,0,0,0,2,4,4,1,1,4,9
