Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,5,0,1250,72922,81024,0,0,0,1,4,4,1,1,3,0
0,9,0,1370,71488,89360,0,0,0,1,6,6,3,3,3,1
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
0,1,0,1274,166347,182933,0,0,0,2,4,4,1,1,3,5
0,4,0,1261,173469,181632,0,0,0,2,4,4,1,1,3,6
4,9,0,1288,167384,184229,0,0,0,2,6,6,1,1,3,7
4,5,1,1268,73696,81884,0,0,0,1,2,2,1,1,3,0
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,1
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
