Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,2,0,1775,104196,115773,0,0,0,2,4,8,1,1,4,0
2,4,0,1741,90369,112961,0,0,0,2,6,12,2,2,4,1
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
6,8,0,1678,198637,209596,0,0,0,3,6,10,1,1,4,5
1,6,1,998,51804,64754,0,0,0,1,6,6,2,2,4,0
4,8,1,1706,100326,111473,0,0,0,2,6,12,1,1,4,1
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,1,1,996,151912,164889,0,0,0,2,4,4,1,1,4,4
