Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
4,9,0,1689,187562,209452,0,0,0,3,6,10,1,1,3,3
0,1,1,1329,78009,86676,0,0,0,1,2,2,1,1,3,0
0,4,1,1362,70584,88229,0,0,0,1,2,2,2,2,3,1
0,5,1,1787,92693,115866,0,0,0,2,54,8,2,2,3,2
4,10,1,1749,91112,113890,0,0,0,2,8,16,3,3,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
9,10,1,182,109344,111679,0,0,0,2,6,6,1,1,3,8
