Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,2392,122128,152659,790,790,790,2,52,4,2,2,3,0
7,9,0,814,84273,93636,269,269,269,1,4,4,1,1,3,1
1,0,0,869,85071,94523,287,287,287,1,52,2,1,1,3,2
0,7,0,2408,152748,190935,795,795,795,2,56,12,3,3,3,3
4,10,0,1020,83161,103951,337,337,337,2,6,12,3,3,3,4
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,5
4,5,0,972,171734,189667,321,321,321,2,4,4,1,1,3,6
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,0
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,1
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
