Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,2,0,2559,133554,166942,0,0,0,2,104,8,2,2,4,0
4,8,0,2480,128858,161072,0,0,0,2,54,8,3,3,4,1
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,6,1,2498,129840,162300,0,0,0,2,56,12,2,2,4,0
2,4,1,2496,130158,162697,0,0,0,2,56,12,3,3,4,1
6,8,1,2439,127032,158789,0,0,0,2,54,8,2,2,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
