Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,5,0,951,49651,62063,0,0,0,1,54,4,3,3,3,0
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
0,1,0,952,149451,161813,0,0,0,2,54,4,1,1,3,4
1,4,0,953,150234,162792,0,0,0,2,6,6,1,1,3,5
4,5,1,994,58233,64703,0,0,0,1,2,2,1,1,3,0
4,9,1,1001,58885,65427,0,0,0,1,6,6,1,1,3,1
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
9,10,1,924,147940,159925,0,0,0,2,8,8,1,1,3,6
