Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,6,0,911,62937,78671,301,301,301,1,52,2,2,2,4,0
8,10,0,2617,269123,287914,864,864,864,3,4,6,1,1,4,1
0,8,1,2843,124596,155745,939,939,939,2,6,12,2,2,4,0
0,2,1,812,80481,100601,268,268,268,2,4,8,2,2,4,1
2,0,1,1170,73989,92486,387,387,387,1,4,4,3,3,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,7,1,2663,244367,260407,879,879,879,3,8,14,1,1,4,8
