Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,4,1,1609,98360,122949,531,531,531,2,8,16,2,2,3,0
0,1,1,1918,92718,115897,633,633,633,2,2,4,3,3,3,1
0,4,1,1888,88348,110434,624,624,624,2,2,4,2,2,3,2
1,7,1,1763,95477,119346,582,582,582,2,8,16,2,2,3,3
0,7,1,2183,114203,142753,721,721,721,2,58,16,2,2,3,4
10,9,1,1963,111919,124354,648,648,648,2,54,8,1,1,3,5
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,8
