Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,5,0,2527,131476,164344,0,0,0,2,54,8,3,3,3,0
9,10,0,2508,130456,163069,0,0,0,2,4,8,2,2,3,1
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
0,1,1,975,50232,62790,0,0,0,1,52,2,3,3,3,0
0,4,1,957,56412,62680,0,0,0,1,2,2,1,1,3,1
4,5,1,2440,142354,158171,0,0,0,2,52,4,1,1,3,2
4,9,1,2527,131300,164124,0,0,0,2,54,8,3,3,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
