Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
7,6,0,1168,47891,59863,386,386,386,1,6,6,2,2,4,0
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,7,1,914,51134,63917,302,302,302,1,6,6,2,2,4,0
4,7,1,1186,76547,85052,392,392,392,1,4,4,1,1,4,1
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,1,1,1545,174918,193647,510,510,510,2,8,8,1,1,4,5
0,4,1,1353,184687,194096,447,447,447,2,4,4,1,1,4,6
1,4,1,1538,167512,184389,508,508,508,2,6,6,1,1,4,7
