Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,931,54855,60950,0,0,0,1,2,2,1,1,4,0
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
0,2,1,952,49786,62232,0,0,0,1,6,6,3,3,4,0
1,6,1,2572,133569,166961,0,0,0,2,56,12,3,3,4,1
4,8,1,2474,128438,160547,0,0,0,2,4,8,3,3,4,2
6,8,1,2429,141497,157218,0,0,0,2,4,8,1,1,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,4,1,983,151228,164034,0,0,0,2,6,6,1,1,4,9
