Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
0,2,1,1524,56348,62608,503,503,503,1,6,6,1,1,4,0
0,8,1,2630,127008,158760,868,868,868,2,6,12,2,2,4,1
4,7,1,2811,168130,186811,928,928,928,2,4,8,1,1,4,2
6,10,1,2406,151724,189655,794,794,794,2,6,12,2,2,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
0,1,1,1140,157875,164305,377,377,377,2,4,4,1,1,4,8
1,2,1,1267,188761,198623,419,419,419,2,10,10,1,1,4,9
