Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
4,6,1,959,83537,92818,317,317,317,1,2,2,1,1,4,0
1,0,1,1258,50290,62862,416,416,416,1,8,8,3,3,4,1
0,6,1,905,50402,63002,299,299,299,1,4,4,2,2,4,2
4,10,1,3121,144693,160770,1030,1030,1030,2,6,12,1,1,4,3
4,7,1,2494,126440,158049,824,824,824,2,54,8,2,2,4,4
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
1,2,1,1476,161029,167809,488,488,488,2,4,4,1,1,4,10
