Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
0,1,0,1253,176462,195577,414,414,414,2,4,4,1,1,3,4
1,7,1,1306,69069,76743,431,431,431,1,6,6,1,1,3,0
4,10,1,2628,155190,172433,868,868,868,2,6,12,1,1,3,1
0,4,1,843,51514,64392,279,279,279,1,2,2,2,2,3,2
10,9,1,2421,179087,198985,799,799,799,2,56,12,1,1,3,3
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,7,1,1254,174727,193408,414,414,414,2,4,4,1,1,3,5
