Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,2,1,1433,75078,83419,473,473,473,1,4,4,1,1,4,0
1,0,1,918,71947,79941,303,303,303,1,2,2,1,1,4,1
0,8,1,2350,149254,186567,776,776,776,2,8,16,3,3,4,2
0,6,1,1220,68427,76030,403,403,403,1,58,8,1,1,4,3
4,7,1,2343,154389,171543,774,774,774,2,4,8,1,1,4,4
6,7,1,2914,145962,162179,962,962,962,2,56,12,1,1,4,5
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,10
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,11
