Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,4,0,1145,71626,89532,378,378,378,1,4,4,3,3,4,0
4,7,0,2650,142002,157779,875,875,875,2,4,8,1,1,4,1
0,1,0,1114,54601,60667,368,368,368,1,52,2,1,1,4,2
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
6,10,1,3070,140519,175648,1014,1014,1014,2,58,16,2,2,4,0
2,0,1,1440,47032,58790,476,476,476,1,6,6,2,2,4,1
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,2825,245820,262022,933,933,933,3,56,10,1,1,4,7
