Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,7,0,1794,132505,147227,593,593,593,2,6,12,1,1,3,0
5,7,0,2763,151053,188816,912,912,912,2,2,4,2,2,3,1
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,5
0,4,0,1210,174049,192561,400,400,400,2,4,4,1,1,3,6
5,4,1,1028,48203,60253,340,340,340,1,2,2,2,2,3,0
7,9,1,2723,152828,191034,899,899,899,2,54,8,3,3,3,1
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
