Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
1,0,1,1032,88056,97839,341,341,341,1,2,2,1,1,3,0
0,4,1,2334,147460,184325,771,771,771,2,2,4,3,3,3,1
0,7,1,3143,160624,200779,1038,1038,1038,3,6,18,3,3,3,2
4,7,1,2789,132043,165053,921,921,921,2,4,8,2,2,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
5,9,1,2937,234587,268233,970,970,970,3,8,14,1,1,3,8
