Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,2,0,888,64088,80110,294,294,294,1,56,6,3,3,4,0
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,1,1,1150,61561,76951,380,380,380,1,8,8,3,3,4,0
2,8,1,1549,48196,60244,512,512,512,1,4,4,2,2,4,1
7,10,1,1221,63582,79477,403,403,403,1,52,2,2,2,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,4,1,1199,154714,168392,396,396,396,2,54,4,1,1,4,7
2,4,1,1123,158677,173346,371,371,371,2,6,6,1,1,4,8
