Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
0,1,0,941,148904,161130,0,0,0,2,4,4,1,1,3,1
0,4,0,954,155526,161695,0,0,0,2,4,4,1,1,3,2
0,5,1,2497,146269,162521,0,0,0,2,4,8,1,1,3,0
4,5,1,2522,130993,163741,0,0,0,2,2,4,2,2,3,1
4,9,1,2576,134156,167694,0,0,0,2,6,12,2,2,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
