Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
0,2,1,973,50604,63254,0,0,0,1,4,4,2,2,4,0
1,6,1,2420,141858,157619,0,0,0,2,8,16,1,1,4,1
4,8,1,1039,54052,67564,0,0,0,1,4,4,3,3,4,2
6,8,1,2411,125295,156618,0,0,0,2,6,12,3,3,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,4,1,995,151788,164734,0,0,0,2,6,6,1,1,4,9
