Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,5,0,1004,58762,65291,0,0,0,1,6,6,1,1,3,0
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
0,1,0,970,157026,163362,0,0,0,2,4,4,1,1,3,4
1,4,0,944,155098,161219,0,0,0,2,8,8,1,1,3,5
4,9,0,978,156872,163191,0,0,0,2,6,6,1,1,3,6
4,5,1,976,50450,63062,0,0,0,1,2,2,3,3,3,0
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,1
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
9,10,1,916,153448,159386,0,0,0,2,6,6,1,1,3,5
