Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
2,1,1,1333,99090,110100,440,440,440,2,52,4,1,1,4,0
0,8,1,1907,101287,112541,630,630,630,2,6,12,1,1,4,1
1,6,1,1537,77112,96389,508,508,508,1,56,6,2,2,4,2
6,8,1,1933,114782,143477,638,638,638,2,6,12,3,3,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,1310,175434,194292,433,433,433,2,6,6,1,1,4,8
2,7,1,1928,199768,224709,637,637,637,3,6,10,1,1,4,9
