Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,2550,132440,165549,0,0,0,2,52,4,3,3,3,0
0,5,0,2499,130379,162973,0,0,0,2,56,12,3,3,3,1
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
4,9,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
0,1,1,975,50625,63281,0,0,0,1,2,2,2,2,3,0
4,9,1,1702,88048,110060,0,0,0,2,4,8,2,2,3,1
4,10,1,1650,85861,107326,0,0,0,2,8,16,2,2,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,187,109921,112401,0,0,0,2,6,6,1,1,3,7
