Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
0,4,1,1569,54187,67733,518,518,518,1,6,6,3,3,3,0
1,0,1,1421,76222,95277,469,469,469,1,2,2,3,3,3,1
1,5,1,2530,160891,178767,835,835,835,2,54,8,1,1,3,2
4,9,1,3076,148915,165461,1016,1016,1016,2,4,8,1,1,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
5,9,1,3091,259662,299577,1021,1021,1021,3,6,10,1,1,3,8
