Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,5,0,3172,177714,197460,1047,1047,1047,2,4,8,1,1,3,0
0,9,0,1476,105614,117348,488,488,488,2,6,12,1,1,3,1
5,7,0,1059,79197,87996,350,350,350,1,52,2,1,1,3,2
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,5
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,6
4,9,0,0,100000,100000,0,0,0,1,2,2,1,1,3,7
1,4,0,1141,178953,198691,377,377,377,2,56,6,1,1,3,8
4,10,1,1041,79861,88734,344,344,344,1,106,6,1,1,3,0
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,1
