Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,2459,127120,158900,0,0,0,2,52,4,3,3,3,0
0,1,0,941,149079,161348,0,0,0,2,54,4,1,1,3,1
0,5,1,2492,129974,162467,0,0,0,2,54,8,2,2,3,0
4,5,1,2502,130006,162507,0,0,0,2,2,4,3,3,3,1
4,9,1,2606,152839,169821,0,0,0,2,4,8,1,1,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
