Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,0,0,1457,60580,75725,481,481,481,1,2,2,3,3,3,0
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
0,4,1,887,60268,75335,293,293,293,1,2,2,2,2,3,0
1,7,1,3070,155673,172970,1014,1014,1014,2,8,16,1,1,3,1
1,9,1,2541,139652,174564,839,839,839,2,8,16,3,3,3,2
4,5,1,2662,155056,193820,879,879,879,2,8,16,3,3,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,8
