Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,8,0,2741,158272,175857,905,905,905,2,58,16,1,1,4,0
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,0,1,1344,55287,61429,444,444,444,1,6,6,1,1,4,0
4,6,1,1221,48264,60330,403,403,403,1,2,2,2,2,4,1
6,7,1,894,84367,93741,296,296,296,1,6,6,1,1,4,2
7,10,1,2780,147305,184131,918,918,918,2,2,4,2,2,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
0,4,1,1258,177080,196350,416,416,416,2,4,4,1,1,4,9
