Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,979,57301,63667,0,0,0,1,2,2,1,1,4,0
4,8,0,2497,129378,161722,0,0,0,2,54,8,3,3,4,1
0,2,1,932,54644,60715,0,0,0,1,4,4,1,1,4,0
1,6,1,2592,152043,168936,0,0,0,2,56,12,1,1,4,1
6,8,1,2502,146093,162325,0,0,0,2,54,8,1,1,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,948,149022,161277,0,0,0,2,8,8,1,1,4,8
