Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,2,1,934,60813,76016,309,309,309,1,4,4,3,3,4,0
6,10,1,2668,177606,197340,881,881,881,2,56,12,1,1,4,1
1,7,1,2520,157208,196509,832,832,832,2,8,16,3,3,4,2
2,6,1,922,42562,53202,305,305,305,1,58,8,3,3,4,3
4,10,1,2491,122398,152997,823,823,823,2,56,12,2,2,4,4
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
2,4,1,737,148034,153371,244,244,244,2,8,8,1,1,4,10
