Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
6,7,0,2634,178770,198633,870,870,870,2,56,12,1,1,4,0
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
8,10,0,2849,220732,250914,941,941,941,3,4,6,1,1,4,3
1,8,1,2392,155930,194912,790,790,790,2,56,12,2,2,4,0
1,0,1,1239,90841,100934,409,409,409,2,52,4,1,1,4,1
0,2,1,1093,54005,67506,361,361,361,1,54,4,3,3,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,1473,182053,191169,487,487,487,2,58,8,1,1,4,7
