Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,995,51764,64705,0,0,0,1,2,2,2,2,4,0
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
0,2,1,994,51590,64487,0,0,0,1,4,4,3,3,4,0
1,6,1,2469,144279,160310,0,0,0,2,56,12,1,1,4,1
4,8,1,2527,147309,163676,0,0,0,2,4,8,1,1,4,2
6,8,1,2497,129217,161521,0,0,0,2,56,12,3,3,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,4,1,977,150625,163281,0,0,0,2,6,6,1,1,4,9
