Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,6,1,2342,163173,181303,773,773,773,2,10,20,1,1,4,0
2,6,1,1212,54730,68412,400,400,400,1,8,8,3,3,4,1
6,7,1,2822,157796,197244,932,932,932,2,56,12,2,2,4,2
4,10,1,2807,166427,184918,927,927,927,2,56,12,1,1,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
1,2,1,1261,165313,181641,417,417,417,2,10,10,1,1,4,8
1,4,1,826,155980,162200,273,273,273,2,6,6,1,1,4,9
