Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,5,0,942,48902,61127,0,0,0,1,4,4,2,2,3,0
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
4,9,0,0,100000,100000,0,0,0,1,2,2,1,1,3,5
0,4,0,965,156488,162764,0,0,0,2,4,4,1,1,3,6
0,1,1,985,50957,63696,0,0,0,1,2,2,3,3,3,0
4,5,1,1005,58819,65354,0,0,0,1,2,2,1,1,3,1
4,9,1,944,49035,61293,0,0,0,1,4,4,2,2,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,926,148438,160547,0,0,0,2,6,6,1,1,3,7
