Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
5,10,0,3053,139393,174241,1008,1008,1008,2,4,8,3,3,3,0
0,1,0,1069,144248,155310,353,353,353,2,54,4,1,1,3,1
0,4,1,2551,159628,199535,842,842,842,2,52,4,3,3,3,0
0,5,1,2728,147388,184235,901,901,901,2,56,12,3,3,3,1
5,4,1,3085,157912,175457,1019,1019,1019,2,52,4,1,1,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
