Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,7,0,2763,134432,168039,912,912,912,2,56,12,3,3,3,0
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
0,1,1,1134,53688,67109,375,375,375,1,2,2,3,3,3,0
1,4,1,2960,166410,184899,977,977,977,2,4,8,1,1,3,1
4,9,1,2612,164152,205189,862,862,862,3,4,12,2,2,3,2
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
5,7,1,2546,261437,279374,841,841,841,3,4,6,1,1,3,7
