Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,987,57922,64357,0,0,0,1,2,2,1,1,4,0
1,6,0,2387,124637,155796,0,0,0,2,56,12,2,2,4,1
2,4,0,949,55575,61749,0,0,0,1,6,6,1,1,4,2
6,8,0,2541,131996,164994,0,0,0,2,4,8,3,3,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,2,1,1002,52036,65045,0,0,0,1,4,4,2,2,4,0
4,8,1,2538,132185,165231,0,0,0,2,54,8,2,2,4,1
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
