Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,4,0,2547,149242,165824,0,0,0,2,54,8,1,1,4,0
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,2,1,932,54495,60549,0,0,0,1,4,4,1,1,4,0
1,6,1,2504,147087,163430,0,0,0,2,56,12,1,1,4,1
4,8,1,2437,142760,158622,0,0,0,2,6,12,1,1,4,2
6,8,1,2490,129576,161969,0,0,0,2,4,8,3,3,4,3
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,1,1,938,148772,160965,0,0,0,2,4,4,1,1,4,6
