Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,956,49481,61851,0,0,0,1,52,2,3,3,4,0
4,8,0,964,50163,62703,0,0,0,1,56,6,3,3,4,1
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,2,1,984,51201,64001,0,0,0,1,54,4,2,2,4,0
1,6,1,2477,128908,161135,0,0,0,2,6,12,2,2,4,1
6,8,1,2526,131216,164020,0,0,0,2,54,8,3,3,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,935,148847,161058,0,0,0,2,8,8,1,1,4,8
