Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,1324,68810,86012,437,437,437,1,2,2,2,2,4,0
0,2,1,995,86382,95979,329,329,329,1,4,4,1,1,4,0
2,8,1,2543,144232,180289,840,840,840,2,58,16,3,3,4,1
2,6,1,931,87376,97084,308,308,308,1,8,8,1,1,4,2
8,6,1,2941,175671,195189,971,971,971,2,56,12,1,1,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,7,1,2613,224884,256104,863,863,863,3,56,10,1,1,4,9
