Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
6,7,0,1967,93294,116617,650,650,650,2,6,12,2,2,4,0
2,7,0,1434,84464,105580,474,474,474,2,4,8,3,3,4,1
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,1,1,1434,93119,103465,474,474,474,2,2,4,1,1,4,0
4,2,1,1613,59848,74809,533,533,533,1,6,6,2,2,4,1
4,6,1,1751,98176,109084,578,578,578,2,2,4,1,1,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,1121,175703,194628,370,370,370,2,8,8,1,1,4,8
