Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
5,7,0,987,46840,58550,326,326,326,1,2,2,2,2,3,0
5,10,0,2405,123980,154974,794,794,794,2,4,8,2,2,3,1
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,5
1,5,0,2216,244513,260570,732,732,732,3,56,10,1,1,3,6
0,5,1,885,66071,73412,293,293,293,1,4,4,1,1,3,0
9,10,1,2356,167563,186181,778,778,778,2,104,8,1,1,3,1
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
