Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,942,55572,61746,0,0,0,1,2,2,1,1,4,0
0,2,0,2489,146078,162308,0,0,0,2,54,8,1,1,4,1
2,4,0,2454,127520,159399,0,0,0,2,54,8,2,2,4,2
4,8,0,2505,130330,162912,0,0,0,2,4,8,3,3,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,6,1,2518,131000,163749,0,0,0,2,106,12,2,2,4,0
6,8,1,2566,134165,167706,0,0,0,2,56,12,2,2,4,1
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
