Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
1,5,1,3011,146314,162571,994,994,994,2,54,8,1,1,3,0
1,4,1,3525,211266,234739,1164,1164,1164,3,54,12,1,1,3,1
4,5,1,2934,161376,179306,969,969,969,2,2,4,1,1,3,2
4,9,1,2911,163398,181553,961,961,961,2,6,12,1,1,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,8
