Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
0,1,0,989,151111,163888,0,0,0,2,4,4,1,1,3,1
1,4,0,949,149086,161357,0,0,0,2,6,6,1,1,3,2
0,5,1,2471,128470,160587,0,0,0,2,56,12,2,2,3,0
4,5,1,2449,127182,158977,0,0,0,2,8,16,2,2,3,1
4,9,1,2532,132213,165266,0,0,0,2,54,8,2,2,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
