Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
0,1,0,1205,178480,198099,398,398,398,2,4,4,1,1,3,1
1,4,0,1434,149489,154987,474,474,474,2,6,6,1,1,3,2
1,7,1,2301,159810,199762,760,760,760,2,6,12,2,2,3,0
4,5,1,2677,156764,195954,884,884,884,2,8,16,2,2,3,1
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
5,9,1,2817,253040,291300,930,930,930,3,8,14,1,1,3,6
