Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
5,4,0,1359,47733,59666,449,449,449,1,2,2,3,3,3,0
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
4,9,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
1,4,1,2451,127931,159913,809,809,809,2,6,12,3,3,3,0
1,5,1,3855,218645,242938,1273,1273,1273,3,4,12,1,1,3,1
1,7,1,1568,57648,72060,518,518,518,1,56,6,2,2,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
5,9,1,996,182339,191487,329,329,329,2,8,8,1,1,3,7
