Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,1022,59758,66397,0,0,0,1,2,2,1,1,4,0
0,2,0,1015,52940,66175,0,0,0,1,4,4,3,3,4,1
1,6,0,1010,59582,66202,0,0,0,1,6,6,1,1,4,2
2,4,0,1028,53464,66830,0,0,0,1,6,6,2,2,4,3
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,7
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,8
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,9
4,8,1,1005,58859,65398,0,0,0,1,6,6,1,1,4,0
6,8,1,973,50188,62735,0,0,0,1,4,4,2,2,4,1
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
