Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,4,0,1060,71161,79067,350,350,350,1,4,4,1,1,4,0
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
4,7,1,1051,78980,87755,347,347,347,1,54,4,1,1,4,0
1,0,1,1530,58452,73064,505,505,505,1,8,8,2,2,4,1
1,7,1,945,66367,73741,312,312,312,1,56,6,1,1,4,2
6,8,1,1251,71696,79662,413,413,413,1,4,4,1,1,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
1,4,1,1021,181369,201711,337,337,337,3,8,14,1,1,4,8
